,E_center [keV],E [keV],trigger eff,eff S1,eff S2,eff S1S2
0,0.00014053148606171112,0.0001309250492820269-0.00015013792284139532,0.0,0.0,0.0,0.0
1,0.0001611540765256466,0.00015013792284139532-0.00017217023020989788,0.0,0.0,0.0,0.0
2,0.00018480297269061514,0.00017217023020989788-0.0001974357151713324,0.0,0.0,0.0,0.0
3,0.00021192227619419324,0.0001974357151713324-0.00022640883721705406,0.0,0.0,0.0,0.0
4,0.00024302125930904267,0.00022640883721705406-0.0002596336814010313,0.0,0.0,0.0,0.0
5,0.0002786839285457394,0.0002596336814010313-0.0002977341756904475,0.0,0.0,0.0,0.0
6,0.00031957999168674754,0.0002977341756904475-0.00034142580768304763,0.0,0.0,0.0,0.0
7,0.000366477434201015,0.00034142580768304763-0.00039152906071898247,0.0,0.0,0.0,0.0
8,0.0004202569412111566,0.00039152906071898247-0.00044898482170333074,0.0,0.0,0.0,0.0
9,0.00048192843584274456,0.00044898482170333074-0.0005148720499821584,0.0,0.0,0.0,0.0
10,0.000552650044528684,0.0005148720499821584-0.0005904280390752097,0.0,0.0,0.0,0.0
11,0.000633749845417333,0.0005904280390752097-0.0006770716517594563,0.0,0.0,0.0,0.0
12,0.0007267508082968179,0.0006770716517594563-0.0007764299648341794,0.0,0.0,0.0,0.0
13,0.0008333993943813482,0.0007764299648341794-0.000890368823928517,0.0,0.0,0.0,0.0
14,0.0009556983530337258,0.000890368823928517-0.0010210278821389347,0.0,0.0,0.0,0.0
15,0.00109594433131234,0.0010210278821389347-0.0011708607804857452,0.0,0.0,0.0,0.0
16,0.0012567710026107652,0.0011708607804857452-0.0013426812247357852,0.0,0.0,0.0,0.0
17,0.001441198524300888,0.0013426812247357852-0.0015397158238659907,0.0,0.0,0.0,0.0
18,0.001652690253142593,0.0015397158238659907-0.0017656646824191955,0.0,0.0,0.0,0.0
19,0.0018952177835163259,0.0017656646824191955-0.0020247708846134562,0.0,0.0,0.0,0.0
20,0.0021733355298287904,0.0020247708846134562-0.002321900175044124,0.0,0.0,0.0,0.0
21,0.0024922662536716864,0.002321900175044124-0.0026626323322992487,0.0,0.0,0.0,0.0
22,0.002857999141844435,0.0026626323322992487-0.0030533659513896213,0.0,0.0,0.0,0.0
23,0.0032774022770440093,0.0030533659513896213-0.003501438602698397,0.0,0.0,0.0,0.0
24,0.003758351613304271,0.003501438602698397-0.004015264623910145,0.0,0.0,0.0,0.0
25,0.004309878878209231,0.004015264623910145-0.004604493132508315,0.0,0.0,0.0,0.0
26,0.004942341179329738,0.004604493132508315-0.0052801892261511605,0.0,0.0,0.0,0.0
27,0.005667615499915826,0.0052801892261511605-0.006055041773680491,0.0,0.0,0.0,0.0
28,0.0064993217362712226,0.006055041773680491-0.006943601698861954,0.0,0.0,0.0,0.0
29,0.007453078465219625,0.006943601698861954-0.007962555231577295,0.0,0.0,0.0,0.0
30,0.008546796244709316,0.007962555231577295-0.009131037257841337,0.0,0.0,0.0,0.0
31,0.009801013955436026,0.009131037257841337-0.010470990653030714,0.0,0.0,0.0,0.0
32,0.011239284499629349,0.010470990653030714-0.012007578346227983,0.0,0.0,0.0,0.0
33,0.012888617100024192,0.012007578346227983-0.013769655853820402,0.0,0.0,0.0,0.0
34,0.014779984504931272,0.013769655853820402-0.01579031315604214,0.8333333333333334,0.0,0.8333333333333334,0.0
35,0.016948904624189555,0.01579031315604214-0.018107496092336965,0.7142857142857143,0.0,0.7142857142857143,0.0
36,0.019436107518517987,0.018107496092336965-0.020764718944699005,0.8125,0.0,0.8125,0.0
37,0.02228830026763188,0.020764718944699005-0.02381188159056475,0.8214285714285714,0.0,0.8214285714285714,0.0
38,0.02555904408055045,0.02381188159056475-0.02730620657053615,0.896551724137931,0.0,0.896551724137931,0.0
39,0.029309760119313508,0.02730620657053615-0.03131331366809086,0.8333333333333334,0.0,0.8333333333333334,0.0
40,0.03361088292442897,0.03131331366809086-0.035908452180767075,0.9,0.0,0.9,0.0
41,0.038543183102179884,0.035908452180767075-0.0411779140235927,0.88,0.0,0.88,0.0
42,0.044199284112480794,0.0411779140235927-0.04722065420136888,0.8333333333333334,0.0,0.8333333333333334,0.0
43,0.0506854016409794,0.04722065420136888-0.05415014908058991,0.9571428571428572,0.0,0.9571428571428572,0.0
44,0.05812333821900006,0.05415014908058991-0.062096527357410204,0.921875,0.0,0.921875,0.0
45,0.06665277054821404,0.062096527357410204-0.07120901373901789,0.8876404494382022,0.0,0.8876404494382022,0.0
46,0.07643387248361144,0.07120901373901789-0.08165873122820498,0.9145299145299145,0.0,0.9145299145299145,0.0
47,0.08765032293166268,0.08165873122820498-0.09364191463512038,0.8760330578512396,0.0,0.8760330578512396,0.0
48,0.10051275514886429,0.09364191463512038-0.10738359566260822,0.9111111111111111,0.0,0.9111111111111111,0.0
49,0.11526271221490292,0.10738359566260822-0.12314182876719762,0.9084967320261438,0.0,0.9084967320261438,0.0
50,0.13217718296010367,0.12314182876719762-0.14121253715300972,0.9310344827586207,0.0,0.9310344827586207,0.0
51,0.1515738035271551,0.14121253715300972-0.16193506990130052,0.9253731343283582,0.0,0.9253731343283582,0.0
52,0.17381682224702327,0.16193506990130052-0.185698574592746,0.90625,0.0,0.90625,0.0
53,0.19932393984321053,0.185698574592746-0.21294930509367507,0.9107142857142857,0.0,0.9107142857142857,0.0
54,0.2285741534162712,0.21294930509367507-0.2441990017388673,0.9228187919463087,0.0,0.9228187919463087,0.0
55,0.26211675151044184,0.2441990017388673-0.2800345012820164,0.9050445103857567,0.0,0.9050445103857567,0.0
56,0.30058162918037024,0.2800345012820164-0.3211287570787241,0.9361179361179361,0.0,0.9361179361179361,0.0
57,0.34469111676415076,0.3211287570787241-0.36825347644957745,0.9166666666666666,0.0,0.9166666666666666,0.0
58,0.3952735444947033,0.36825347644957745-0.4222936125398292,0.9055258467023173,0.0,0.9055258467023173,0.0
59,0.45327879767876833,0.4222936125398292-0.4842639828177074,0.9195232791267542,0.0014925373134328358,0.9194029850746268,0.0014925373134328358
60,0.5197961545535786,0.4842639828177074-0.55532832628945,0.9133410258871948,0.009421265141318977,0.9125168236877523,0.006729475100942127
61,0.5960747417975767,0.55532832628945-0.6368211573057035,0.9172492833067541,0.030112923462986198,0.9146800501882058,0.027603513174404015
62,0.6835469918283599,0.6368211573057035-0.7302728263510163,0.9216752749702735,0.05603448275862069,0.9170258620689655,0.052801724137931036
63,0.7838555423914784,0.7302728263510163-0.8374382584319404,0.9253029336734694,0.16339285714285715,0.9107142857142857,0.14910714285714285
64,0.8988840835863454,0.8374382584319404-0.9603299087407505,0.9400003768820546,0.33500417710944025,0.9097744360902256,0.30409356725146197
65,1.0307927316042775,0.9603299087407505-1.1012555544678044,0.9552526821140181,0.5223562810503903,0.9063165365507452,0.47693399574166073
66,1.1820585934606134,1.1012555544678044-1.2628616324534223,0.9765676925686154,0.7367119901112484,0.9110012360939431,0.6687268232385661
67,1.3555222844843398,1.2628616324534223-1.448182936515257,0.9900759935840518,0.8993036957686128,0.9014461703267274,0.8082485270487413
68,1.5544412721152194,1.448182936515257-1.660699607715182,0.9981267433794341,0.9778099372889532,0.9155812831644959,0.8962855764592378
69,1.7825510477493722,1.660699607715182-1.9044024877835621,0.9997011159186934,0.9968102073365231,0.9062998405103668,0.9035087719298246
70,2.044135275376849,1.9044024877835621-2.1838680629701366,0.9999683680954231,0.999635435654393,0.9132336857455341,0.912869121399927
71,2.3441062343295602,2.1838680629701366-2.5043444056889834,1.0,1.0,0.92002442002442,0.92002442002442
72,2.688097066770545,2.5043444056889834-2.8718497278521067,1.0,1.0,0.9204035874439462,0.9204035874439462
73,3.082567562236392,2.8718497278521067-3.2932853966206777,1.0,1.0,0.9081221880179967,0.9081221880179967
74,3.5349254657563005,3.2932853966206777-3.7765655348919234,1.0,1.0,0.9143623607098638,0.9143623607098638
75,4.053665587587904,3.7765655348919234-4.330765640283885,1.0,1.0,0.9162246204499725,0.9162246204499725
76,4.648529326905823,4.330765640283885-4.9662930135277605,1.0,1.0,0.915600624024961,0.915600624024961
77,5.330687605131638,4.9662930135277605-5.695082196735517,1.0,1.0,0.9135514018691588,0.9135514018691588
78,6.112950644202699,5.695082196735517-6.530819091669881,1.0,1.0,0.912617882296765,0.912617882296765
79,7.010008529197134,6.530819091669881-7.4891979667243875,1.0,1.0,0.9144778314772011,0.9144778314772011
80,8.038707072830592,7.4891979667243875-8.588216178936797,1.0,1.0,0.9090992816356603,0.9090992816356603
81,9.218364162272657,8.588216178936797-9.848512145608519,1.0,1.0,0.9129365079365079,0.9129365079365079
82,10.571132528946638,9.848512145608519-11.293752912284756,1.0,1.0,0.9095288699964577,0.9095288699964577
83,12.122415753751653,11.293752912284756-12.951078595218549,1.0,1.0,0.9114491787381054,0.9114491787381054
